analysis_scope,segment_type,segment_value,transactions,transaction_share,fraud_transactions,fraud_rate,fraud_lift,fraud_capture_share,total_amount,fraud_amount,fraud_amount_share,fraud_amount_capture_share,support_status
DEVELOPMENT_DISCOVERY,merchant_city,Aaronsburg,4,4.135013995988623e-07,0,0.0,0.0,0.0,220.87,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Abbeville,3512,0.0003630542288478011,0,0.0,0.0,0.0,66240.21000000002,,,,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Abbot,6,6.202520993982934e-07,0,0.0,0.0,0.0,124.77000000000001,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Abbotsford,22,2.2742576977937424e-06,0,0.0,0.0,0.0,1872.2699999999998,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Abbott,10,1.0337534989971558e-06,0,0.0,0.0,0.0,377.58000000000004,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Abbottstown,26,2.687759097392605e-06,0,0.0,0.0,0.0,852.3599999999999,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Aberdeen,2364,0.00024437932716292763,2,0.0008460236886632825,0.5990775424897609,0.00014640216675206792,80150.6499999999,56.97,0.0007107865001718647,3.766167324355479e-05,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Aberdeen Proving Ground,1,1.0337534989971557e-07,1,1.0,708.1096552228973,7.320108337603396e-05,377.54,377.54,1.0,0.0002495837829800189,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Abernathy,17,1.7573809482951648e-06,0,0.0,0.0,0.0,305.36,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Abilene,3577,0.0003697736265912826,0,0.0,0.0,0.0,230973.6700000002,,,,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Abingdon,1319,0.00013635208651772485,1,0.000758150113722517,0.5368534156352519,7.320108337603396e-05,55265.129999999976,12.96,0.00023450591720312623,8.567584434552749e-06,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Abington,101,1.0440910339871273e-05,0,0.0,0.0,0.0,3409.5499999999997,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Abita Springs,114,1.1784789888567575e-05,0,0.0,0.0,0.0,5127.299999999999,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Abrams,460,4.7552660953869166e-05,0,0.0,0.0,0.0,30069.660000000003,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Absecon,325,3.359698871740756e-05,0,0.0,0.0,0.0,17510.760000000002,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Abu Dhabi,262,2.708434167372548e-05,0,0.0,0.0,0.0,10288.19,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Abuja,188,1.9434565781146526e-05,143,0.7606382978723404,538.6153228557145,0.010467754922772857,17348.319999999996,15761.429999999998,0.9085277421675414,0.010419551106041104,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Acapulco,637,6.585009788611882e-05,0,0.0,0.0,0.0,18835.220000000005,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Accident,10,1.0337534989971558e-06,0,0.0,0.0,0.0,120.75,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Accokeek,538,5.561593824604698e-05,1,0.0018587360594795538,1.3161889502284336,7.320108337603396e-05,17409.51,69.0,0.003963351065021359,4.561445416544287e-05,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Accord,24,2.4810083975931737e-06,0,0.0,0.0,0.0,4765.429999999999,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Accra,17,1.7573809482951648e-06,0,0.0,0.0,0.0,235.33000000000004,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Ackerly,11,1.1371288488968712e-06,0,0.0,0.0,0.0,106.76000000000002,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Ackerman,4,4.135013995988623e-07,0,0.0,0.0,0.0,130.57,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Ackworth,7,7.23627449298009e-07,0,0.0,0.0,0.0,126.85000000000002,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Acra,11,1.1371288488968712e-06,0,0.0,0.0,0.0,334.78999999999996,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Acton,103,1.0647661039670705e-05,0,0.0,0.0,0.0,3986.4600000000005,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Acushnet,28,2.894509797192036e-06,0,0.0,0.0,0.0,856.09,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Acworth,17797,0.001839771102165238,1,5.6189245378434565e-05,0.039788147172158075,7.320108337603396e-05,462879.0699999977,114.45,0.00024725680510894686,7.566049680050634e-05,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Ada,126,1.3025294087364161e-05,0,0.0,0.0,0.0,8193.49,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adair,14,1.447254898596018e-06,0,0.0,0.0,0.0,198.34,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adairsville,15,1.5506302484957335e-06,0,0.0,0.0,0.0,182.36,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adairville,82,8.476778691776676e-06,0,0.0,0.0,0.0,676.41,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adams,314,3.245985986851069e-05,0,0.0,0.0,0.0,4966.56,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adams Run,1,1.0337534989971557e-07,0,0.0,0.0,0.0,4.47,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adamsburg,127,1.3128669437263878e-05,0,0.0,0.0,0.0,4415.359999999999,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adamstown,14,1.447254898596018e-06,0,0.0,0.0,0.0,162.95000000000002,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adamsville,85,8.786904741475823e-06,0,0.0,0.0,0.0,8309.95,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Addis,6,6.202520993982934e-07,0,0.0,0.0,0.0,162.19,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Addis Ababa,6,6.202520993982934e-07,0,0.0,0.0,0.0,736.6699999999998,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Addison,434,4.486490185647656e-05,0,0.0,0.0,0.0,19705.68,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Addy,14,1.447254898596018e-06,0,0.0,0.0,0.0,120.46000000000001,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adel,63,6.512647043682081e-06,0,0.0,0.0,0.0,3271.2200000000003,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adelanto,132,1.3645546186762456e-05,0,0.0,0.0,0.0,4297.3099999999995,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adena,3,3.101260496991467e-07,0,0.0,0.0,0.0,137.60999999999999,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adger,11,1.1371288488968712e-06,0,0.0,0.0,0.0,71.18,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adkins,17,1.7573809482951648e-06,1,0.058823529411764705,41.653509130758664,7.320108337603396e-05,486.77,2.06,0.004231978141627463,1.3618228345045263e-06,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Adrian,2580,0.00026670840274126617,0,0.0,0.0,0.0,143246.4900000002,,,,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Advance,98,1.0130784290172126e-05,0,0.0,0.0,0.0,5964.8099999999995,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Afton,223,2.3052703027636573e-05,0,0.0,0.0,0.0,4472.669999999999,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Agawam,30,3.101260496991467e-06,0,0.0,0.0,0.0,3393.2699999999995,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Agency,13,1.3438795486963025e-06,0,0.0,0.0,0.0,637.3399999999999,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Agoura Hills,240,2.4810083975931736e-05,0,0.0,0.0,0.0,9582.570000000002,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Agua Dulce,106,1.0957787089369851e-05,0,0.0,0.0,0.0,4281.620000000001,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Aguanga,4,4.135013995988623e-07,0,0.0,0.0,0.0,158.45000000000005,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Ahwahnee,5,5.168767494985779e-07,0,0.0,0.0,0.0,212.82000000000005,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Aiea,64,6.6160223935817965e-06,0,0.0,0.0,0.0,4685.51,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Aiken,93,9.613907540673548e-06,0,0.0,0.0,0.0,3455.2999999999997,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Ainsworth,761,7.866864127368355e-05,0,0.0,0.0,0.0,33949.760000000024,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Airville,11,1.1371288488968712e-06,0,0.0,0.0,0.0,162.2,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Aitkin,5,5.168767494985779e-07,0,0.0,0.0,0.0,538.5699999999999,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Ajo,19,1.9641316480945958e-06,0,0.0,0.0,0.0,480.85999999999996,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Akron,754,7.794501382438554e-05,3,0.003978779840848806,2.817412421311263,0.0002196032501281019,32760.900000000005,666.27,0.020337353369412923,0.00044045713589579164,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alabaster,183,1.891768903164795e-05,0,0.0,0.0,0.0,7753.239999999995,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alachua,736,7.608425752619067e-05,0,0.0,0.0,0.0,22570.989999999998,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alameda,2166,0.00022391100788278392,1,0.0004616805170821791,0.32692043177419083,7.320108337603396e-05,167476.04000000007,162.89,0.0009726167396840762,0.00010768316578273897,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Alamo,3336,0.00034486016726545117,1,0.00029976019184652276,0.2122630860979908,7.320108337603396e-05,48006.38000000006,25.19,0.0005247219223778166,1.665258116561603e-05,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Alamogordo,60,6.202520993982934e-06,0,0.0,0.0,0.0,6641.43,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alamosa,104,1.075103638957042e-05,0,0.0,0.0,0.0,3018.0099999999998,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alanson,30,3.101260496991467e-06,0,0.0,0.0,0.0,2104.7,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alapaha,3,3.101260496991467e-07,0,0.0,0.0,0.0,48.93,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alba,53,5.478893544684926e-06,0,0.0,0.0,0.0,3354.4099999999994,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Albany,11900,0.0012301666638066153,3,0.00025210084033613445,0.17851503913182284,0.0002196032501281019,657073.0799999996,87.62,0.0001333489419472185,5.7923745999653694e-05,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Albemarle,16,1.6540055983954491e-06,0,0.0,0.0,0.0,770.6199999999998,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Albert Lea,129,1.333542013706331e-05,0,0.0,0.0,0.0,13248.25,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alberta,1,1.0337534989971557e-07,0,0.0,0.0,0.0,106.31,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alberton,2,2.0675069979943114e-07,0,0.0,0.0,0.0,120.03,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Albertson,1,1.0337534989971557e-07,0,0.0,0.0,0.0,171.66,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Albertville,49,5.065392145086063e-06,0,0.0,0.0,0.0,1447.52,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Albia,18,1.8607562981948804e-06,0,0.0,0.0,0.0,350.94,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Albion,282,2.9151848671719793e-05,0,0.0,0.0,0.0,6886.120000000001,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Albrightsville,21,2.170882347894027e-06,0,0.0,0.0,0.0,1041.19,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Albuquerque,27705,0.00286401406897162,3,0.00010828370330265295,0.0766767358119001,0.0002196032501281019,901176.0199999978,378.32000000000005,0.0004198069984152496,0.0002500994246358022,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Alburnett,106,1.0957787089369851e-05,0,0.0,0.0,0.0,14687.63999999999,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alburtis,6811,0.0007040895081669628,0,0.0,0.0,0.0,181691.9200000005,,,,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Alcalde,5,5.168767494985779e-07,0,0.0,0.0,0.0,83.24000000000001,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alcester,1,1.0337534989971557e-07,0,0.0,0.0,0.0,125.05,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alcoa,2135,0.00022070637203589274,0,0.0,0.0,0.0,120187.39000000001,,,,SUFFICIENT
DEVELOPMENT_DISCOVERY,merchant_city,Alcolu,7,7.23627449298009e-07,0,0.0,0.0,0.0,117.03999999999999,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alden,41,4.238389345888338e-06,0,0.0,0.0,0.0,1791.94,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Alderson,5,5.168767494985779e-07,0,0.0,0.0,0.0,129.96,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Aldie,443,4.5795280005573996e-05,0,0.0,0.0,0.0,6727.620000000001,,,,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,merchant_city,Aledo,675,6.977836118230802e-05,0,0.0,0.0,0.0,18882.25,,,,LOW_SUPPORT
